"indicator","reportyear","FIPS","County_Name","County_FIPS","treecanopy_n","treecanopy_d","treecanopy_pct","treecanopy_se_pct","treecanopy_rse","treecanopy_pctile","source","version","notes"
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099243,"Orange",6059,NA,NA,4.2688699,1.5102368,35.3779056,37.3668677,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099244,"Orange",6059,NA,NA,4.6470733,1.7948606,38.623462,44.02669062,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099245,"Orange",6059,NA,NA,4.3331428,1.4937513,34.4726989,38.70139869,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099246,"Orange",6059,NA,NA,3.7966291,1.3015034,34.2805,28.8848967,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099247,"Orange",6059,NA,NA,2.7508293,2.3567903,85.6756294,10.76607212,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099248,"Orange",6059,NA,NA,2.7428552,1.5877047,57.8851068,10.67624791,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099249,"Orange",6059,NA,NA,3.1452255,1.5934251,50.661712,16.05286796,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099250,"Orange",6059,NA,NA,3.8623976,1.8611313,48.1859075,30.05261132,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099251,"Orange",6059,NA,NA,3.6144578,1.5462912,42.7807223,25.15077634,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099305,"Orange",6059,NA,NA,3.3305733,1.0163872,30.5168834,19.31220326,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099306,"Orange",6059,NA,NA,3.1763449,0.742867,23.3874799,16.48915694,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099307,"Orange",6059,NA,NA,3.1044352,1.8153071,58.4746343,15.44976261,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099308,"Orange",6059,NA,NA,3.4519064,1.5929321,46.1464444,21.85294495,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099309,"Orange",6059,NA,NA,3.7064103,1.1793962,31.8204434,26.96009239,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099310,"Orange",6059,NA,NA,2.3963821,0.5620163,23.4527015,7.519568844,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099311,"Orange",6059,NA,NA,2.6919435,0.6532397,24.2664704,10.18863082,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099402,"Orange",6059,NA,NA,3.3208072,1.2475206,37.5667869,19.08122674,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099404,"Orange",6059,NA,NA,3.8946554,1.6083093,41.2952917,30.70704478,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099405,"Orange",6059,NA,NA,3.6372867,1.3479097,37.0581112,25.6255614,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099406,"Orange",6059,NA,NA,3.6498796,1.1013692,30.1754926,25.85653792,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099407,"Orange",6059,NA,NA,4.0239907,1.5197919,37.7682752,32.87565764,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099408,"Orange",6059,NA,NA,3.7503107,1.4881097,39.679638,27.80700629,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099410,"Orange",6059,NA,NA,3.4008447,1.251794,36.8083276,20.83921468,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099411,"Orange",6059,NA,NA,3.9321372,1.3589486,34.5600519,31.24598999,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099412,"Orange",6059,NA,NA,3.8979824,1.62136,41.5948514,30.82253304,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099413,"Orange",6059,NA,NA,3.6784805,1.2105504,32.9089806,26.42114718,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099415,"Orange",6059,NA,NA,3.9781083,1.026498,25.8036717,32.09290389,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099416,"Orange",6059,NA,NA,3.2953226,1.339266,40.6414244,18.55511356,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099417,"Orange",6059,NA,NA,3.4088022,1.9130652,56.1213325,21.08302323,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099504,"Orange",6059,NA,NA,3.7667529,2.5609916,67.9893702,28.25612729,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099508,"Orange",6059,NA,NA,3.5810797,1.7137779,47.8564586,24.47067881,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099509,"Orange",6059,NA,NA,4.4294145,3.0626453,69.1433445,40.54921083,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099510,"Orange",6059,NA,NA,4.3370979,2.8997266,66.8586849,38.79122289,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099511,"Orange",6059,NA,NA,3.7032278,1.102202,29.7632776,26.84460413,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099512,"Orange",6059,NA,NA,4.3880713,3.1579989,71.9678126,39.77928911,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099513,"Orange",6059,NA,NA,4.7705293,3.2263165,67.6301572,45.95149493,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099514,"Orange",6059,NA,NA,3.8203525,1.43945,37.678459,29.25702554,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099601,"Orange",6059,NA,NA,3.3219294,0.8211994,24.7205556,19.13255486,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099602,"Orange",6059,NA,NA,3.5973188,1.3813108,38.3983434,24.82997562,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099603,"Orange",6059,NA,NA,3.4170343,0.7610064,22.2709621,21.2498396,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099604,"Orange",6059,NA,NA,3.8098054,1.2251261,32.1571842,29.07737713,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099605,"Orange",6059,NA,NA,3.6280919,0.9426279,25.9813687,25.39458488,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099701,"Orange",6059,NA,NA,3.3340556,0.7326106,21.9735572,19.38919543,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099702,"Orange",6059,NA,NA,3.0355876,0.7705148,25.3827232,14.35904016,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099703,"Orange",6059,NA,NA,3.4021815,1.0660807,31.3352093,20.91620685,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099801,"Orange",6059,NA,NA,3.1815046,1.0244004,32.198616,16.60464519,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099802,"Orange",6059,NA,NA,3.1412484,1.0660757,33.937962,15.97587579,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099803,"Orange",6059,NA,NA,2.6136843,1.1285618,43.1789657,9.431541127,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099902,"Orange",6059,NA,NA,3.4831659,1.0969456,31.4927751,22.53304247,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099903,"Orange",6059,NA,NA,2.9933993,1.5528441,51.8756073,13.66611061,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099904,"Orange",6059,NA,NA,3.1269598,1.0935367,34.9712425,15.73206724,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099905,"Orange",6059,NA,NA,2.319696,1.3557979,58.4472212,6.749647119,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059099906,"Orange",6059,NA,NA,3.3911249,1.0977794,32.3721324,20.62107019,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110001,"Orange",6059,NA,NA,3.839907,1.0466959,27.2583656,29.66765046,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110003,"Orange",6059,NA,NA,3.649911,1.5131035,41.4559008,25.86936995,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110004,"Orange",6059,NA,NA,3.5861043,0.9924801,27.6757181,24.56050302,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110005,"Orange",6059,NA,NA,3.7172126,1.1499293,30.9352572,27.19106891,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110006,"Orange",6059,NA,NA,3.7368152,1.3950189,37.3317602,27.61452586,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110007,"Orange",6059,NA,NA,4.2367688,1.2336751,29.1183004,36.80225844,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110008,"Orange",6059,NA,NA,3.9504785,1.474622,37.3276804,31.59245477,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110010,"Orange",6059,NA,NA,3.4797878,1.0179463,29.2531147,22.48171436,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110011,"Orange",6059,NA,NA,3.231669,1.2814045,39.6514789,17.29757475,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110012,"Orange",6059,NA,NA,4.1515053,1.3082978,31.5138166,35.41639933,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110014,"Orange",6059,NA,NA,2.867011,1.1946855,41.6700698,12.12626716,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110015,"Orange",6059,NA,NA,4.4449512,1.59124,35.7988174,40.75452329,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110102,"Orange",6059,NA,NA,3.8950143,1.5018897,38.5592873,30.74554087,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110104,"Orange",6059,NA,NA,3.5256011,1.4452746,40.9937076,23.43128449,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110106,"Orange",6059,NA,NA,4.1923295,1.7498405,41.7390981,36.09649686,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110108,"Orange",6059,NA,NA,4.0691544,1.6083179,39.5246227,33.70973951,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110109,"Orange",6059,NA,NA,3.1355993,1.2385998,39.5012145,15.87321956,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110110,"Orange",6059,NA,NA,3.3327168,1.1679943,35.0463095,19.35069935,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110111,"Orange",6059,NA,NA,3.5748891,1.2568729,35.1583733,24.27819838,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110113,"Orange",6059,NA,NA,3.0241569,1.5162197,50.1369398,14.24355191,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110114,"Orange",6059,NA,NA,3.6453968,1.6140149,44.2754248,25.76671372,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110115,"Orange",6059,NA,NA,3.3302852,1.9855211,59.620151,19.2865392,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110116,"Orange",6059,NA,NA,3.5018507,2.2566211,64.4408154,22.95649942,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110117,"Orange",6059,NA,NA,3.3743906,1.7861893,52.9336854,20.24894136,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110118,"Orange",6059,NA,NA,3.4553017,2.35205,68.0707564,21.92993712,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110201,"Orange",6059,NA,NA,3.2321224,1.2752191,39.4545411,17.33607083,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110202,"Orange",6059,NA,NA,3.3202225,1.3267905,39.9608923,19.05556268,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110203,"Orange",6059,NA,NA,3.4666219,1.1568185,33.3701941,22.0967535,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110301,"Orange",6059,NA,NA,3.5412873,1.5501635,43.774011,23.71358912,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110302,"Orange",6059,NA,NA,3.1746533,1.0049276,31.6547192,16.41216476,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110303,"Orange",6059,NA,NA,3.4837639,2.2422348,64.3624214,22.55870653,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110304,"Orange",6059,NA,NA,3.4819743,1.51299,43.4520714,22.50737842,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110401,"Orange",6059,NA,NA,3.1896372,1.0337841,32.410712,16.6944694,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110402,"Orange",6059,NA,NA,3.019392,1.4034104,46.4798995,14.11523162,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110500,"Orange",6059,NA,NA,3.3465507,1.3192787,39.4220442,19.65866804,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110603,"Orange",6059,NA,NA,3.3408554,1.5435934,46.2035369,19.47901963,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110604,"Orange",6059,NA,NA,4.5454648,1.1166126,24.5654226,42.39702297,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110605,"Orange",6059,NA,NA,6.9436842,2.3691179,34.1190335,65.94379571,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110606,"Orange",6059,NA,NA,3.2831686,1.6096779,49.0281841,18.36263313,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6059110607,"Orange",6059,NA,NA,3.7277021,1.5815788,42.4277129,27.4092134,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020106,"Placer",6061,NA,NA,38.7701801,5.4429244,14.0389453,97.80572308,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020107,"Placer",6061,NA,NA,40.9352039,4.2434081,10.3661584,98.08802772,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020200,"Placer",6061,NA,NA,64.2692192,2.8324429,7.9271789,99.83318363,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020300,"Placer",6061,NA,NA,41.2233886,3.3873163,8.2169768,98.13935583,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020401,"Placer",6061,NA,NA,42.420628,3.5683751,8.4118864,98.25484409,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020402,"Placer",6061,NA,NA,37.2554374,3.1896038,8.5614451,97.54908251,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020501,"Placer",6061,NA,NA,35.388137,3.551339,10.035394,97.22828179,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020502,"Placer",6061,NA,NA,29.2084628,3.0042024,10.2853833,96.06056718,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020601,"Placer",6061,NA,NA,41.017584,3.2285558,7.8711506,98.11369177,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020602,"Placer",6061,NA,NA,25.8914296,2.7530242,10.6329555,95.22648531,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020604,"Placer",6061,NA,NA,26.7920975,3.3706106,12.5806148,95.45746182,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020605,"Placer",6061,NA,NA,20.1706668,3.1172153,15.4542007,92.71140767,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020606,"Placer",6061,NA,NA,20.5535035,4.3642523,21.2336176,92.89105608,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020710,"Placer",6061,NA,NA,20.6310092,2.4476198,11.8637909,92.95521622,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020711,"Placer",6061,NA,NA,16.800587,5.9429347,35.3733756,90.47863467,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020712,"Placer",6061,NA,NA,15.8918961,3.048773,19.1844506,89.69588092,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020713,"Placer",6061,NA,NA,13.3358981,3.8048568,28.530938,86.53920185,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020714,"Placer",6061,NA,NA,18.9779834,2.9150853,15.3603532,92.06980624,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020715,"Placer",6061,NA,NA,19.9618484,4.0614521,20.346072,92.57025536,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020717,"Placer",6061,NA,NA,10.4976857,2.833367,26.9903965,80.85461311,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020805,"Placer",6061,NA,NA,14.0147677,4.0363105,28.8004094,87.43744386,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020806,"Placer",6061,NA,NA,23.9181206,4.6159991,19.2991716,94.36673938,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020901,"Placer",6061,NA,NA,19.9694729,2.6973208,13.5072209,92.58308739,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061020908,"Placer",6061,NA,NA,10.8634575,1.9018814,17.5071464,81.75285513,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021003,"Placer",6061,NA,NA,11.6404809,2.8219637,24.2426727,83.53650712,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021034,"Placer",6061,NA,NA,7.9021858,2.627877,33.2550647,71.53856025,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021035,"Placer",6061,NA,NA,5.8159404,1.7463081,30.0262384,57.10252791,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021037,"Placer",6061,NA,NA,9.5250791,5.4113468,56.8115683,78.01873476,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021038,"Placer",6061,NA,NA,10.323429,2.8647095,27.7495925,80.32849994,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021039,"Placer",6061,NA,NA,8.3036112,3.4376485,41.3994397,73.42486847,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021040,"Placer",6061,NA,NA,8.2732924,2.7109798,32.7678472,73.2580521,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021043,"Placer",6061,NA,NA,10.6607629,4.6751253,43.8535717,81.34223021,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021044,"Placer",6061,NA,NA,8.6367823,2.366623,27.4016746,74.99037598,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021045,"Placer",6061,NA,NA,13.9710587,3.0533343,21.8547098,87.36045169,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021046,"Placer",6061,NA,NA,10.5086928,3.7665686,35.8424081,80.8931092,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021103,"Placer",6061,NA,NA,10.2285683,2.1001489,20.5321879,80.08469139,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021106,"Placer",6061,NA,NA,17.3470032,6.5805057,37.9345393,90.90209162,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021108,"Placer",6061,NA,NA,10.9060411,4.7323165,43.3916983,81.81701527,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021109,"Placer",6061,NA,NA,15.6192553,2.9567883,18.9304047,89.3750802,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021122,"Placer",6061,NA,NA,11.9071503,4.7451064,39.850899,84.07545233,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021123,"Placer",6061,NA,NA,13.5906442,2.2032033,16.2111761,86.82150648,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021128,"Placer",6061,NA,NA,10.5123583,3.4848348,33.1498858,80.91877326,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021129,"Placer",6061,NA,NA,13.0490583,4.3019757,32.9677102,86.0259207,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021130,"Placer",6061,NA,NA,10.176585,6.8340306,67.1544591,79.99486719,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021131,"Placer",6061,NA,NA,13.7123981,4.0111451,29.2519595,87.00115488,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021203,"Placer",6061,NA,NA,18.9449694,2.7377515,14.451074,92.05697421,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021204,"Placer",6061,NA,NA,26.4375052,3.389684,12.8214972,95.36763762,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021304,"Placer",6061,NA,NA,12.3152499,1.892046,15.3634402,84.76838188,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021309,"Placer",6061,NA,NA,5.524689,1.7944426,32.4804265,54.4206339,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021322,"Placer",6061,NA,NA,2.6777176,1.149175,42.9162119,10.02181445,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021401,"Placer",6061,NA,NA,9.0605649,2.1317733,23.5280401,76.56871551,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021403,"Placer",6061,NA,NA,10.2768862,3.1588377,30.7373037,80.21301168,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021501,"Placer",6061,NA,NA,24.0652363,2.2676083,9.4227551,94.40523547,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021502,"Placer",6061,NA,NA,38.6520421,3.2434881,8.3915051,97.79289106,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6061021603,"Placer",6061,NA,NA,24.8718571,6.2474285,25.1184642,94.82869242,"HCI/National Land Cover Database","Wed06Dec17",""
